# Generated by https://github.com/google/go-licenses/v2. DO NOT EDIT.
cloud.google.com/go, https://github.com/googleapis/google-cloud-go/blob/v0.51.0/LICENSE, Apache-2.0
cloud.google.com/go, https://github.com/googleapis/google-cloud-go/blob/v0.51.0/cmd/go-cloud-debug-agent/internal/debug/elf/elf.go, BSD-2-Clause
github.com/Azure/go-autorest/autorest, https://github.com/Azure/go-autorest/blob/autorest/v0.9.6/LICENSE, Apache-2.0
github.com/Azure/go-autorest/autorest/adal, https://github.com/Azure/go-autorest/blob/autorest/adal/v0.8.2/LICENSE, Apache-2.0
github.com/Azure/go-autorest/autorest/date, https://github.com/Azure/go-autorest/blob/autorest/date/v0.2.0/LICENSE, Apache-2.0
github.com/Azure/go-autorest/logger, https://github.com/Azure/go-autorest/blob/logger/v0.1.0/LICENSE, Apache-2.0
github.com/Azure/go-autorest/tracing, https://github.com/Azure/go-autorest/blob/tracing/v0.5.0/LICENSE, Apache-2.0
github.com/beorn7/perks, https://github.com/beorn7/perks/blob/v1.0.1/LICENSE, MIT
github.com/beorn7/perks, https://github.com/beorn7/perks/blob/v1.0.1/README.md, MIT
github.com/cespare/xxhash/v2, https://github.com/cespare/xxhash/blob/v2.1.1/LICENSE.txt, MIT
github.com/coreos/go-semver, https://github.com/coreos/go-semver/blob/v0.3.0/LICENSE, Apache-2.0
github.com/coreos/go-systemd/v22, https://github.com/coreos/go-systemd/blob/v22.3.2/LICENSE, Apache-2.0
github.com/davecgh/go-spew, https://github.com/davecgh/go-spew/blob/v1.1.1/LICENSE, ISC
github.com/dgrijalva/jwt-go, https://github.com/dgrijalva/jwt-go/blob/v3.2.0/LICENSE, MIT
github.com/evanphx/json-patch, https://github.com/evanphx/json-patch/blob/v4.9.0/LICENSE, BSD-3-Clause
github.com/fsnotify/fsnotify, https://github.com/fsnotify/fsnotify/blob/v1.4.9/LICENSE, BSD-3-Clause
github.com/go-logr/logr, https://github.com/go-logr/logr/blob/v0.3.0/LICENSE, Apache-2.0
github.com/go-logr/zapr, https://github.com/go-logr/zapr/blob/v0.2.0/LICENSE, Apache-2.0
github.com/gogo/protobuf, https://github.com/gogo/protobuf/blob/v1.3.2/LICENSE, BSD-3-Clause / BSD-2-Clause
github.com/golang/groupcache, https://github.com/golang/groupcache/blob/215e87163ea7/LICENSE, Apache-2.0
github.com/golang/protobuf, https://github.com/golang/protobuf/blob/v1.5.2/LICENSE, BSD-3-Clause
github.com/google/go-cmp, https://github.com/google/go-cmp/blob/v0.5.5/LICENSE, BSD-3-Clause
github.com/google/gofuzz, https://github.com/google/gofuzz/blob/v1.1.0/LICENSE, Apache-2.0
github.com/google/uuid, https://github.com/google/uuid/blob/v1.1.2/LICENSE, BSD-3-Clause
github.com/googleapis/gnostic, https://github.com/googleapis/gnostic/blob/v0.5.1/LICENSE, Apache-2.0
github.com/hashicorp/golang-lru, https://github.com/hashicorp/golang-lru/blob/v0.5.4/LICENSE, MPL-2.0
github.com/imdario/mergo, https://github.com/imdario/mergo/blob/v0.3.10/LICENSE, BSD-3-Clause
github.com/json-iterator/go, https://github.com/json-iterator/go/blob/v1.1.11/LICENSE, MIT
github.com/matttproud/golang_protobuf_extensions, https://github.com/matttproud/golang_protobuf_extensions/blob/c182affec369/LICENSE, Apache-2.0
github.com/matttproud/golang_protobuf_extensions, https://github.com/matttproud/golang_protobuf_extensions/blob/c182affec369/testdata/test.proto, BSD-3-Clause
github.com/modern-go/concurrent, https://github.com/modern-go/concurrent/blob/bacd9c7ef1dd/LICENSE, Apache-2.0
github.com/modern-go/reflect2, https://github.com/modern-go/reflect2/blob/v1.0.1/LICENSE, Apache-2.0
github.com/pkg/errors, https://github.com/pkg/errors/blob/v0.9.1/LICENSE, BSD-2-Clause
github.com/prometheus/client_golang, https://github.com/prometheus/client_golang/blob/v1.11.0/LICENSE, Apache-2.0
github.com/prometheus/client_model, https://github.com/prometheus/client_model/blob/v0.2.0/LICENSE, Apache-2.0
github.com/prometheus/common, https://github.com/prometheus/common/blob/v0.26.0/LICENSE, Apache-2.0
github.com/prometheus/common, https://github.com/prometheus/common/blob/v0.26.0/internal/bitbucket.org/ww/goautoneg/README.txt, BSD-3-Clause
github.com/prometheus/common, https://github.com/prometheus/common/blob/v0.26.0/internal/bitbucket.org/ww/goautoneg/autoneg.go, BSD-3-Clause
github.com/prometheus/common, https://github.com/prometheus/common/blob/v0.26.0/internal/bitbucket.org/ww/goautoneg/autoneg_test.go, BSD-3-Clause
github.com/prometheus/procfs, https://github.com/prometheus/procfs/blob/v0.6.0/LICENSE, Apache-2.0
github.com/spf13/pflag, https://github.com/spf13/pflag/blob/v1.0.5/LICENSE, BSD-3-Clause
go.etcd.io/etcd/api/v3, https://github.com/etcd-io/etcd/blob/v3.5.0/LICENSE, Apache-2.0
go.etcd.io/etcd/client/pkg/v3, https://github.com/etcd-io/etcd/blob/v3.5.0/LICENSE, Apache-2.0
go.etcd.io/etcd/client/v3, https://github.com/etcd-io/etcd/blob/v3.5.0/LICENSE, Apache-2.0
go.uber.org/atomic, https://github.com/uber-go/atomic/blob/v1.7.0/LICENSE.txt, MIT
go.uber.org/multierr, https://github.com/uber-go/multierr/blob/v1.6.0/LICENSE.txt, MIT
go.uber.org/zap, https://github.com/uber-go/zap/blob/v1.17.0/LICENSE.txt, MIT
golang.org/x/crypto, https://github.com/golang/crypto/blob/75b288015ac9/LICENSE, BSD-3-Clause
golang.org/x/net, https://github.com/golang/net/blob/a5a99cb37ef4/LICENSE, BSD-3-Clause
golang.org/x/oauth2, https://github.com/golang/oauth2/blob/bf48bf16ab8d/LICENSE, BSD-3-Clause
golang.org/x/sys, https://github.com/golang/sys/blob/ebe580a85c40/LICENSE, BSD-3-Clause
golang.org/x/text, https://github.com/golang/text/blob/v0.3.5/LICENSE, BSD-3-Clause
golang.org/x/time, https://github.com/golang/time/blob/3af7569d3a1e/LICENSE, BSD-3-Clause
gomodules.xyz/jsonpatch/v2, https://github.com/gomodules/jsonpatch/blob/v2.1.0/LICENSE, Apache-2.0
google.golang.org/genproto, https://github.com/googleapis/go-genproto/blob/f16073e35f0c/LICENSE, Apache-2.0
google.golang.org/grpc, https://github.com/grpc/grpc-go/blob/v1.38.0/LICENSE, Apache-2.0
google.golang.org/protobuf, https://github.com/protocolbuffers/protobuf-go/blob/v1.26.0/LICENSE, BSD-3-Clause
gopkg.in/inf.v0, https://github.com/go-inf/inf/blob/v0.9.1/LICENSE, BSD-3-Clause
gopkg.in/yaml.v2, https://github.com/go-yaml/yaml/blob/v2.3.0/LICENSE, Apache-2.0 / MIT
gopkg.in/yaml.v3, https://github.com/go-yaml/yaml/blob/496545a6307b/LICENSE, Apache-2.0 / MIT
k8s.io/api, https://github.com/kubernetes/api/blob/v0.19.2/LICENSE, Apache-2.0
k8s.io/apiextensions-apiserver, https://github.com/kubernetes/apiextensions-apiserver/blob/v0.19.2/LICENSE, Apache-2.0
k8s.io/apimachinery, https://github.com/kubernetes/apimachinery/blob/v0.19.2/LICENSE, Apache-2.0
k8s.io/client-go, https://github.com/kubernetes/client-go/blob/v0.19.2/LICENSE, Apache-2.0
k8s.io/component-base, https://github.com/kubernetes/component-base/blob/v0.19.2/LICENSE, Apache-2.0
k8s.io/klog/v2, https://github.com/kubernetes/klog/blob/v2.2.0/LICENSE, Apache-2.0
k8s.io/kube-openapi, https://github.com/kubernetes/kube-openapi/blob/6aeccd4b50c6/LICENSE, Apache-2.0
k8s.io/utils, https://github.com/kubernetes/utils/blob/4140de9c8800/LICENSE, Apache-2.0
k8s.io/utils, https://github.com/kubernetes/utils/blob/4140de9c8800/inotify/LICENSE, BSD-3-Clause
k8s.io/utils, https://github.com/kubernetes/utils/blob/4140de9c8800/third_party/forked/golang/LICENSE, BSD-3-Clause
sigs.k8s.io/controller-runtime, https://github.com/kubernetes-sigs/controller-runtime/blob/v0.7.0/LICENSE, Apache-2.0
sigs.k8s.io/structured-merge-diff/v4, https://github.com/kubernetes-sigs/structured-merge-diff/blob/v4.0.1/LICENSE, Apache-2.0
sigs.k8s.io/yaml, https://github.com/kubernetes-sigs/yaml/blob/v1.2.0/LICENSE, MIT / BSD-3-Clause
volcano.sh/apis, https://github.com/volcano-sh/apis/blob/v1.3.0-k8s1.18.3-alpha.3/LICENSE, Apache-2.0
