3,53.26,0,5,1,0,0,400,0|0|0|0|0|0,0.00|0.00|0.00|0.00|0.00|0.00
6,58.20,15,5,0,1,0,400,15|0|0|0|0|0,4.94|0.00|0.00|0.00|0.00|0.00
9,62.24,30,4,1,1,0,400,30|0|0|0|0|0,8.13|0.85|0.00|0.00|0.00|0.00
13,72.72,75,4,0,2,0,400,60|15|0|0|0|0,14.52|4.94|0.00|0.00|0.00|0.00
17,85.54,127,3,0,3,0,400,60|60|7|0|0|0,14.52|14.52|3.24|0.00|0.00|0.00
21,86.95,128,2,1,3,0,400,60|60|8|0|0|0,14.52|14.52|3.45|1.19|0.00|0.00
25,87.50,128,1,2,3,0,400,60|60|8|0|0|0,14.52|14.52|3.45|1.75|0.00|0.00
29,88.39,128,1,2,3,0,400,60|60|8|0|0|0,14.52|14.52|3.45|1.75|0.89|0.00
33,88.44,128,0,3,3,0,400,60|60|8|0|0|0,14.52|14.52|3.45|1.75|0.89|0.04
37,88.44,128,0,3,3,0,400,60|60|8|0|0|0,14.52|14.52|3.45|1.75|0.89|0.04
41,88.44,128,0,3,3,0,400,60|60|8|0|0|0,14.52|14.52|3.45|1.75|0.89|0.04
45,88.44,128,0,3,3,0,400,60|60|8|0|0|0,14.52|14.52|3.45|1.75|0.89|0.04
49,88.44,128,0,3,3,0,400,60|60|8|0|0|0,14.52|14.52|3.45|1.75|0.89|0.04
53,88.44,128,0,3,3,0,400,60|60|8|0|0|0,14.52|14.52|3.45|1.75|0.89|0.04
57,88.01,126,0,3,3,0,400,59|59|8|0|0|0,14.31|14.31|3.45|1.75|0.89|0.04
61,88.01,126,0,3,3,0,400,59|59|8|0|0|0,14.31|14.31|3.45|1.75|0.89|0.04
65,88.35,126,0,3,3,0,400,59|59|8|0|0|0,14.31|14.31|3.45|1.75|0.89|0.38
69,88.35,126,0,3,3,0,400,59|59|8|0|0|0,14.31|14.31|3.45|1.75|0.89|0.38
74,88.35,126,0,3,3,0,400,59|59|8|0|0|0,14.31|14.31|3.45|1.75|0.89|0.38
78,88.35,126,0,3,3,0,400,59|59|8|0|0|0,14.31|14.31|3.45|1.75|0.89|0.38
82,88.35,126,0,3,3,0,400,59|59|8|0|0|0,14.31|14.31|3.45|1.75|0.89|0.38
86,88.35,126,0,3,3,0,400,59|59|8|0|0|0,14.31|14.31|3.45|1.75|0.89|0.38
90,88.35,126,0,3,3,0,400,59|59|8|0|0|0,14.31|14.31|3.45|1.75|0.89|0.38
94,82.82,100,0,3,3,0,400,33|59|8|0|0|0,8.77|14.31|3.45|1.75|0.89|0.38
98,80.30,96,0,3,3,0,387,30|58|8|0|0|0,8.13|14.10|3.45|1.75|0.89|0.38
102,64.50,68,0,3,3,0,310,30|30|8|0|0|0,8.13|8.13|3.45|1.75|0.89|0.38
106,64.12,68,0,3,3,0,307,30|30|8|0|0|0,8.13|8.13|3.45|1.75|0.89|0.38
110,65.27,77,0,3,3,0,301,39|30|8|0|0|0,10.05|8.13|3.45|1.75|0.89|0.38
113,69.61,98,0,3,3,0,300,60|30|8|0|0|0,14.52|8.13|3.45|1.75|0.89|0.38
117,76.00,128,0,3,3,0,300,60|60|8|0|0|0,14.52|14.52|3.45|1.75|0.89|0.38
121,76.00,128,0,3,3,0,300,60|60|8|0|0|0,14.52|14.52|3.45|1.75|0.89|0.38
125,76.00,128,0,3,3,0,300,60|60|8|0|0|0,14.52|14.52|3.45|1.75|0.89|0.38
129,76.00,128,0,3,3,0,300,60|60|8|0|0|0,14.52|14.52|3.45|1.75|0.89|0.38
133,76.00,128,0,3,3,0,300,60|60|8|0|0|0,14.52|14.52|3.45|1.75|0.89|0.38
136,76.00,128,0,3,3,0,300,60|60|8|0|0|0,14.52|14.52|3.45|1.75|0.89|0.38
140,77.07,133,0,3,3,0,300,60|60|13|0|0|0,14.52|14.52|4.51|1.75|0.89|0.38
144,78.56,140,0,2,4,0,300,60|60|15|5|0|0,14.52|14.52|4.94|2.81|0.89|0.38
149,87.59,180,0,2,4,0,300,60|60|45|15|0|0,14.52|14.52|11.33|4.94|1.41|0.38
153,87.93,180,0,2,4,0,300,60|60|45|15|0|0,14.52|14.52|11.33|4.94|1.75|0.38
157,89.29,180,0,2,4,0,300,60|60|45|15|0|0,14.52|14.52|11.33|4.94|1.75|1.75
161,89.29,180,0,2,4,0,300,60|60|45|15|0|0,14.52|14.52|11.33|4.94|1.75|1.75
165,89.29,180,0,2,4,0,300,60|60|45|15|0|0,14.52|14.52|11.33|4.94|1.75|1.75
169,89.29,180,0,2,4,0,300,60|60|45|15|0|0,14.52|14.52|11.33|4.94|1.75|1.75
173,89.29,180,0,2,4,0,300,60|60|45|15|0|0,14.52|14.52|11.33|4.94|1.75|1.75
177,89.29,180,0,2,4,0,300,60|60|45|15|0|0,14.52|14.52|11.33|4.94|1.75|1.75
181,87.16,170,0,1,5,0,300,56|56|45|12|1|0,13.67|13.67|11.33|4.30|1.96|1.75
185,88.86,178,0,1,5,0,300,56|56|45|13|8|0,13.67|13.67|11.33|4.51|3.45|1.75
189,89.29,180,0,1,5,0,300,57|57|45|13|8|0,13.88|13.88|11.33|4.51|3.45|1.75
193,79.32,180,0,1,5,0,222,57|57|45|13|8|0,13.88|13.88|11.33|4.51|3.45|1.75
196,81.92,200,0,1,5,0,209,57|57|45|33|8|0,13.88|13.88|11.33|8.77|3.45|1.75
200,81.11,201,0,1,5,0,201,57|57|45|34|8|0,13.88|13.88|11.33|8.99|3.45|1.75
204,82.05,206,0,1,5,0,200,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
208,82.05,206,0,1,5,0,200,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
212,82.05,206,0,1,5,0,200,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
217,82.05,206,0,1,5,0,200,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
221,81.84,205,0,1,5,0,200,57|56|45|39|8|0,13.88|13.67|11.33|10.05|3.45|1.75
225,81.84,205,0,1,5,0,200,57|56|45|39|8|0,13.88|13.67|11.33|10.05|3.45|1.75
229,82.05,206,0,1,5,0,200,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
232,82.05,206,0,1,5,0,200,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
236,82.05,206,0,1,5,0,200,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
240,82.05,206,0,1,5,0,200,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
245,82.05,206,0,1,5,0,200,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
248,82.05,206,0,1,5,0,200,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
252,82.05,206,0,1,5,0,200,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
256,82.05,206,0,1,5,0,200,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
260,82.05,206,0,1,5,0,200,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
264,82.05,206,0,1,5,0,200,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
267,82.05,206,0,1,5,0,200,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
271,82.05,206,0,1,5,0,200,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
275,82.05,206,0,1,5,0,200,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
279,82.05,206,0,1,5,0,200,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
282,75.79,206,0,1,5,0,151,57|57|45|39|8|0,13.88|13.88|11.33|10.05|3.45|1.75
286,74.43,220,0,0,6,0,117,57|57|46|39|8|13,13.88|13.88|11.54|10.05|3.45|4.51
289,76.60,238,0,0,6,0,104,57|60|46|39|15|21,13.88|14.52|11.54|10.05|4.94|6.22
293,79.92,256,0,0,6,0,100,57|60|46|39|15|39,13.88|14.52|11.54|10.05|4.94|10.05
297,80.13,257,0,0,6,0,100,57|60|46|39|15|40,13.88|14.52|11.54|10.05|4.94|10.26
301,80.13,257,0,0,6,0,100,57|60|46|39|15|40,13.88|14.52|11.54|10.05|4.94|10.26
305,80.13,257,0,0,6,0,100,57|60|46|39|15|40,13.88|14.52|11.54|10.05|4.94|10.26
308,80.13,257,0,0,6,0,100,57|60|46|39|15|40,13.88|14.52|11.54|10.05|4.94|10.26
312,80.13,257,0,0,6,0,100,57|60|46|39|15|40,13.88|14.52|11.54|10.05|4.94|10.26
315,80.13,257,0,0,6,0,100,57|60|46|39|15|40,13.88|14.52|11.54|10.05|4.94|10.26
319,80.13,257,0,0,6,0,100,57|60|46|39|15|40,13.88|14.52|11.54|10.05|4.94|10.26
323,80.13,257,0,0,6,0,100,57|60|46|39|15|40,13.88|14.52|11.54|10.05|4.94|10.26
326,80.13,257,0,0,6,0,100,57|60|46|39|15|40,13.88|14.52|11.54|10.05|4.94|10.26
330,80.13,257,0,0,6,0,100,57|60|46|39|15|40,13.88|14.52|11.54|10.05|4.94|10.26
334,80.13,257,0,0,6,0,100,57|60|46|39|15|40,13.88|14.52|11.54|10.05|4.94|10.26
