2,53.26,0,5,1,0,0,400,0|0|0|0|0|0,0.00|0.00|0.00|0.00|0.00|0.00
5,58.16,15,5,0,1,0,400,15|0|0|0|0|0,4.90|0.00|0.00|0.00|0.00|0.00
8,58.20,15,5,0,1,0,400,15|0|0|0|0|0,4.94|0.00|0.00|0.00|0.00|0.00
11,62.67,28,4,1,1,0,400,28|0|0|0|0|0,7.71|1.70|0.00|0.00|0.00|0.00
14,72.51,74,4,0,2,0,400,59|15|0|0|0|0,14.31|4.94|0.00|0.00|0.00|0.00
18,73.91,75,3,1,2,0,400,60|15|0|0|0|0,14.52|4.94|1.19|0.00|0.00|0.00
21,83.84,119,3,0,3,0,400,60|44|15|0|0|0,14.52|11.12|4.94|0.00|0.00|0.00
25,85.54,127,2,1,3,0,400,60|52|15|0|0|0,14.52|12.82|4.94|0.00|0.00|0.00
29,87.29,127,2,1,3,0,400,60|52|15|0|0|0,14.52|12.82|4.94|1.75|0.00|0.00
33,87.46,127,1,2,3,0,400,60|52|15|0|0|0,14.52|12.82|4.94|1.75|0.17|0.00
37,88.52,127,1,2,3,0,400,60|52|15|0|0|0,14.52|12.82|4.94|1.75|1.24|0.00
41,88.52,127,0,3,3,0,400,60|52|15|0|0|0,14.52|12.82|4.94|1.75|1.24|0.00
45,88.57,127,0,3,3,0,400,60|52|15|0|0|0,14.52|12.82|4.94|1.75|1.24|0.04
49,88.57,127,0,3,3,0,400,60|52|15|0|0|0,14.52|12.82|4.94|1.75|1.24|0.04
53,88.57,127,0,3,3,0,400,60|52|15|0|0|0,14.52|12.82|4.94|1.75|1.24|0.04
58,87.50,122,0,3,3,0,400,55|52|15|0|0|0,13.46|12.82|4.94|1.75|1.24|0.04
62,88.57,127,0,2,4,0,400,47|52|27|1|0|0,11.75|12.82|7.50|1.96|1.24|0.04
66,88.57,127,0,2,4,0,400,47|52|27|1|0|0,11.75|12.82|7.50|1.96|1.24|0.04
70,88.57,127,0,2,4,0,400,47|52|27|1|0|0,11.75|12.82|7.50|1.96|1.24|0.04
74,88.57,127,0,2,4,0,400,47|52|27|1|0|0,11.75|12.82|7.50|1.96|1.24|0.04
78,88.57,127,0,2,4,0,400,47|52|27|1|0|0,11.75|12.82|7.50|1.96|1.24|0.04
82,88.57,127,0,2,4,0,400,47|52|27|1|0|0,11.75|12.82|7.50|1.96|1.24|0.04
86,88.57,127,0,2,4,0,400,47|52|27|1|0|0,11.75|12.82|7.50|1.96|1.24|0.04
90,88.57,127,0,2,4,0,400,47|52|27|1|0|0,11.75|12.82|7.50|1.96|1.24|0.04
95,88.57,127,0,2,4,0,400,47|52|27|1|0|0,11.75|12.82|7.50|1.96|1.24|0.04
99,80.69,90,0,1,5,0,400,2|52|27|1|8|0,2.17|12.82|7.50|1.96|2.94|0.04
103,80.86,90,0,1,5,0,400,2|52|27|1|8|0,2.17|12.82|7.50|1.96|2.94|0.21
107,85.58,105,0,0,6,0,400,2|52|27|1|8|15,2.17|12.82|7.50|1.96|2.94|4.94
111,76.00,105,0,0,6,0,325,2|52|27|1|8|15,2.17|12.82|7.50|1.96|2.94|4.94
115,73.57,105,0,0,6,0,306,2|52|27|1|8|15,2.17|12.82|7.50|1.96|2.94|4.94
119,83.20,152,0,0,6,0,303,49|52|27|1|8|15,12.18|12.82|7.50|1.96|2.94|4.94
122,84.52,160,0,0,6,0,300,57|52|27|1|8|15,13.88|12.82|7.50|1.96|2.94|4.94
126,84.52,160,0,0,6,0,300,57|52|27|1|8|15,13.88|12.82|7.50|1.96|2.94|4.94
130,84.52,160,0,0,6,0,300,57|52|27|1|8|15,13.88|12.82|7.50|1.96|2.94|4.94
134,84.52,160,0,0,6,0,300,57|52|27|1|8|15,13.88|12.82|7.50|1.96|2.94|4.94
138,84.52,160,0,0,6,0,300,57|52|27|1|8|15,13.88|12.82|7.50|1.96|2.94|4.94
142,83.67,156,0,0,6,0,300,57|52|27|1|8|11,13.88|12.82|7.50|1.96|2.94|4.09
146,85.16,163,0,0,6,0,300,57|59|27|1|8|11,13.88|14.31|7.50|1.96|2.94|4.09
149,85.58,165,0,0,6,0,300,57|60|28|1|8|11,13.88|14.52|7.71|1.96|2.94|4.09
153,86.65,170,0,0,6,0,300,57|60|32|2|8|11,13.88|14.52|8.56|2.17|2.94|4.09
157,85.24,161,0,0,6,0,300,48|60|32|2|8|11,11.97|14.52|8.56|2.17|3.45|4.09
161,87.16,170,0,0,6,0,300,48|60|40|2|9|11,11.97|14.52|10.26|2.17|3.66|4.09
165,87.16,170,0,0,6,0,300,48|60|40|2|9|11,11.97|14.52|10.26|2.17|3.66|4.09
169,87.16,170,0,0,6,0,300,48|60|40|2|9|11,11.97|14.52|10.26|2.17|3.66|4.09
173,87.16,170,0,0,6,0,300,48|60|40|2|9|11,11.97|14.52|10.26|2.17|3.66|4.09
176,86.31,166,0,0,6,0,300,48|60|40|2|9|7,11.97|14.52|10.26|2.17|3.66|3.24
180,86.09,165,0,0,6,0,300,48|59|40|2|9|7,11.97|14.31|10.26|2.17|3.66|3.24
184,87.16,170,0,0,6,0,300,48|56|43|4|9|10,11.97|13.67|10.90|2.60|3.66|3.88
187,87.16,170,0,0,6,0,300,48|56|43|4|9|10,11.97|13.67|10.90|2.60|3.66|3.88
191,87.16,170,0,0,6,0,300,48|56|43|4|9|10,11.97|13.67|10.90|2.60|3.66|3.88
195,87.16,170,0,0,6,0,300,48|56|43|4|9|10,11.97|13.67|10.90|2.60|3.66|3.88
199,87.16,170,0,0,6,0,300,48|56|43|4|9|10,11.97|13.67|10.90|2.60|3.66|3.88
202,87.16,170,0,0,6,0,300,48|56|43|4|9|10,11.97|13.67|10.90|2.60|3.66|3.88
206,77.96,170,0,0,6,0,228,48|56|43|4|9|10,11.97|13.67|10.90|2.60|3.66|3.88
209,75.02,170,0,0,6,0,205,48|56|43|4|9|10,11.97|13.67|10.90|2.60|3.66|3.88
213,74.77,170,0,0,6,0,203,48|56|43|4|9|10,11.97|13.67|10.90|2.60|3.66|3.88
216,79.71,195,0,0,6,0,200,48|56|60|12|9|10,11.97|13.67|14.52|4.30|3.66|3.88
220,80.13,197,0,0,6,0,200,48|56|60|13|9|11,11.97|13.67|14.52|4.51|3.66|4.09
224,80.13,197,0,0,6,0,200,48|56|60|13|9|11,11.97|13.67|14.52|4.51|3.66|4.09
228,80.13,197,0,0,6,0,200,48|56|60|13|9|11,11.97|13.67|14.52|4.51|3.66|4.09
231,80.13,197,0,0,6,0,200,48|56|60|13|9|11,11.97|13.67|14.52|4.51|3.66|4.09
